1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000
0.997985	0.009048	0.062813	-0.062636	-0.018640	0.997864	0.010200	-0.999786	-0.018036
0.998113	0.005433	0.061137	-0.060990	-0.024069	0.997847	0.006893	-0.999694	-0.023692
0.998296	0.001864	0.058334	-0.058254	-0.029201	0.997875	0.003564	-0.999572	-0.029042
0.998513	-0.001576	0.054469	-0.054491	-0.033892	0.997938	0.000273	-0.999423	-0.033927
0.998756	-0.004804	0.049634	-0.049781	-0.038008	0.998037	-0.002908	-0.999266	-0.038200
0.999003	-0.007749	0.043945	-0.044230	-0.041421	0.998162	-0.005914	-0.999111	-0.041722
0.999242	-0.010353	0.037531	-0.037952	-0.044021	0.998310	-0.008683	-0.998977	-0.044380
0.999453	-0.012567	0.030549	-0.031094	-0.045708	0.998469	-0.011151	-0.998874	-0.046074
0.999629	-0.014360	0.023161	-0.023805	-0.046409	0.998640	-0.013266	-0.998820	-0.046734
0.999756	-0.015712	0.015542	-0.016251	-0.046062	0.998807	-0.014978	-0.998815	-0.046306
0.999831	-0.016617	0.007871	-0.008606	-0.044639	0.998966	-0.016248	-0.998865	-0.044775
0.999854	-0.017081	0.000329	-0.001048	-0.042124	0.999112	-0.017052	-0.998966	-0.042136
0.999829	-0.017124	-0.006911	0.006247	-0.038539	0.999237	-0.017378	-0.999110	-0.038425
0.999766	-0.016776	-0.013676	0.013101	-0.033922	0.999339	-0.017229	-0.999284	-0.033695
0.999674	-0.016078	-0.019811	0.019350	-0.028343	0.999411	-0.016630	-0.999469	-0.028023
0.999568	-0.015076	-0.025183	0.024849	-0.021895	0.999450	-0.015619	-0.999645	-0.021511
0.999464	-0.013824	-0.029665	0.029462	-0.014694	0.999458	-0.014252	-0.999796	-0.014279
0.999373	-0.012382	-0.033167	0.033084	-0.006878	0.999429	-0.012603	-0.999900	-0.006464
0.999307	-0.010813	-0.035619	0.035636	0.001406	0.999364	-0.010756	-0.999940	0.001790
0.999274	-0.009179	-0.036978	0.037070	0.009984	0.999263	-0.008803	-0.999909	0.010317
0.999279	-0.007549	-0.037229	0.037365	0.018690	0.999127	-0.006847	-0.999797	0.018959
0.999320	-0.005986	-0.036390	0.036541	0.027348	0.998958	-0.004985	-0.999608	0.027548
0.999394	-0.004558	-0.034506	0.034647	0.035782	0.998759	-0.003317	-0.999349	0.035919
0.999494	-0.003318	-0.031647	0.031762	0.043831	0.998534	-0.001926	-0.999034	0.043914
0.999608	-0.002329	-0.027916	0.027998	0.051340	0.998289	-0.000892	-0.998679	0.051385
0.999724	-0.001633	-0.023434	0.023489	0.058168	0.998031	-0.000267	-0.998306	0.058190
0.999831	-0.001272	-0.018344	0.018388	0.064200	0.997768	-0.000091	-0.997936	0.064212
0.999917	-0.001271	-0.012804	0.012862	0.069337	0.997510	-0.000380	-0.997593	0.069348
0.999974	-0.001647	-0.006990	0.007092	0.073508	0.997269	-0.001129	-0.997293	0.073518
0.999996	-0.002398	-0.001073	0.001253	0.076656	0.997056	-0.002308	-0.997054	0.076659
0.999983	-0.003507	0.004765	-0.004474	0.078757	0.996884	-0.003872	-0.996888	0.078740
0.999934	-0.004938	0.010352	-0.009925	0.079802	0.996761	-0.005748	-0.996799	0.079747
0.999858	-0.006640	0.015528	-0.014949	0.079806	0.996699	-0.007858	-0.996789	0.079695
0.999761	-0.008544	0.020144	-0.019409	0.078798	0.996702	-0.010103	-0.996855	0.078614
0.999654	-0.010565	0.024074	-0.023193	0.076829	0.996774	-0.012380	-0.996988	0.076557
0.999551	-0.012608	0.027217	-0.026212	0.073958	0.996918	-0.014582	-0.997183	0.073594
0.999459	-0.014570	0.029503	-0.028410	0.070256	0.997125	-0.016601	-0.997423	0.069804
0.999389	-0.016337	0.030888	-0.029751	0.065805	0.997389	-0.018327	-0.997699	0.065279
0.999349	-0.017803	0.031359	-0.030226	0.060691	0.997698	-0.019665	-0.997997	0.060113
0.999342	-0.018863	0.030937	-0.029858	0.055002	0.998039	-0.020527	-0.998307	0.054402
0.999371	-0.019420	0.029671	-0.028693	0.048830	0.998395	-0.020838	-0.998618	0.048243
0.999430	-0.019395	0.027633	-0.026794	0.042264	0.998747	-0.020539	-0.998918	0.041721
0.999514	-0.018723	0.024922	-0.024248	0.035393	0.999079	-0.019588	-0.999198	0.034922
0.999614	-0.017363	0.021654	-0.021157	0.028297	0.999375	-0.017965	-0.999448	0.027919
0.999722	-0.015296	0.017958	-0.017634	0.021054	0.999623	-0.015668	-0.999662	0.020779
0.999823	-0.012533	0.013967	-0.013795	0.013731	0.999810	-0.012723	-0.999827	0.013556
0.999909	-0.009103	0.009825	-0.009767	0.006389	0.999931	-0.009165	-0.999937	0.006299
0.999971	-0.005064	0.005664	-0.005669	-0.000918	0.999983	-0.005059	-0.999986	-0.000946
0.999998	-0.000497	0.001612	-0.001616	-0.008147	0.999965	-0.000484	-0.999966	-0.008148
0.999988	0.004497	-0.002220	0.002288	-0.015262	0.999881	0.004463	-0.999874	-0.015272
0.999937	0.009802	-0.005729	0.005946	-0.022230	0.999736	0.009673	-0.999706	-0.022286
0.999844	0.015289	-0.008839	0.009280	-0.029027	0.999536	0.015025	-0.999462	-0.029165
