nan	nan	nan
-0.999185	0.022389	-0.033621
-0.999122	0.022579	-0.035310
-0.999075	0.022562	-0.036614
-0.999047	0.022317	-0.037518
-0.999039	0.021822	-0.038017
-0.999052	0.021060	-0.038112
-0.999085	0.020018	-0.037809
-0.999137	0.018686	-0.037120
-0.999204	0.017054	-0.036067
-0.999284	0.015125	-0.034672
-0.999373	0.012898	-0.032967
-0.999465	0.010385	-0.030986
-0.999557	0.007600	-0.028767
-0.999643	0.004561	-0.026351
-0.999716	0.001295	-0.023783
-0.999775	-0.002166	-0.021109
-0.999814	-0.005785	-0.018374
-0.999832	-0.009520	-0.015623
-0.999828	-0.013327	-0.012901
-0.999800	-0.017154	-0.010253
-0.999752	-0.020950	-0.007715
-0.999681	-0.024660	-0.005325
-0.999596	-0.028230	-0.003118
-0.999500	-0.031606	-0.001118
-0.999397	-0.034732	0.000647
-0.999292	-0.037559	0.002163
-0.999192	-0.040039	0.003414
-0.999102	-0.042127	0.004392
-0.999027	-0.043788	0.005093
-0.998972	-0.044986	0.005519
-0.998940	-0.045699	0.005676
-0.998931	-0.045904	0.005571
-0.998946	-0.045589	0.005218
-0.998987	-0.044752	0.004631
-0.999051	-0.043395	0.003829
-0.999134	-0.041527	0.002831
-0.999231	-0.039167	0.001660
-0.999339	-0.036339	0.000336
-0.999452	-0.033073	-0.001119
-0.999565	-0.029408	-0.002681
-0.999668	-0.025385	-0.004326
-0.999760	-0.021052	-0.006033
-0.999834	-0.016464	-0.007777
-0.999886	-0.011676	-0.009539
-0.999914	-0.006747	-0.011297
-0.999913	-0.001737	-0.013029
-0.999887	0.003289	-0.014715
-0.999833	0.008269	-0.016335
-0.999754	0.013139	-0.017871
-0.999654	0.017835	-0.019304
-0.999538	0.022299	-0.020612
-0.999411	0.026474	-0.021780
-0.999281	0.030303	-0.022788
-0.999151	0.033740	-0.023620
-0.999030	0.036739	-0.024257
-0.998924	0.039265	-0.024685
-0.998838	0.041285	-0.024887
-0.998776	0.042778	-0.024851
-0.998741	0.043729	-0.024562
-0.998737	0.044130	-0.024013
-0.998763	0.043986	-0.023196
-0.998817	0.043307	-0.022108
-0.998898	0.042116	-0.020748
-0.998999	0.040442	-0.019121
-0.999116	0.038323	-0.017235
-0.999245	0.035805	-0.015104
-0.999376	0.032939	-0.012749
-0.999504	0.029783	-0.010194
-0.999624	0.026403	-0.007468
-0.999728	0.022861	-0.004605
-0.999814	0.019226	-0.001644
-0.999877	0.015565	0.001373
-0.999920	0.011941	0.004399
-0.999937	0.008419	0.007386
-0.999935	0.005053	0.010289
-0.999912	0.001895	0.013055
-0.999878	-0.001010	0.015643
-0.999833	-0.003627	0.018003
-0.999780	-0.005928	0.020097
-0.999730	-0.007893	0.021889
-0.999681	-0.009517	0.023348
-0.999643	-0.010797	0.024450
-0.999614	-0.011742	0.025177
-0.999599	-0.012368	0.025520
-0.999595	-0.012700	0.025477
-0.999604	-0.012770	0.025055
-0.999626	-0.012613	0.024270
-0.999657	-0.012270	0.023142
-0.999695	-0.011786	0.021702
-0.999737	-0.011206	0.019990
-0.999781	-0.010580	0.018049
-0.999823	-0.009953	0.015928
-0.999861	-0.009372	0.013684
-0.999896	-0.008881	0.011376
-0.999922	-0.008516	0.009065
-0.999943	-0.008313	0.006815
-0.999955	-0.008298	0.004687
-0.999961	-0.008496	0.002744
-0.999959	-0.008917	0.001042
-0.999954	-0.009568	-0.000364
