nan	nan	nan
-0.998730	0.047793	-0.015979
-0.998767	0.046383	-0.017727
-0.998842	0.044364	-0.018672
-0.998949	0.041819	-0.018732
-0.999086	0.038846	-0.017856
-0.999239	0.035550	-0.016022
-0.999399	0.032037	-0.013246
-0.999551	0.028412	-0.009579
-0.999680	0.024770	-0.005107
-0.999774	0.021202	0.000049
-0.999825	0.017782	0.005737
-0.999824	0.014570	0.011782
-0.999771	0.011612	0.017984
-0.999670	0.008936	0.024124
-0.999529	0.006554	0.029977
-0.999366	0.004464	0.035320
-0.999198	0.002647	0.039929
-0.999049	0.001077	0.043599
-0.998934	-0.000289	0.046149
-0.998873	-0.001496	0.047430
-0.998875	-0.002599	0.047337
-0.998942	-0.003653	0.045817
-0.999070	-0.004712	0.042873
-0.999240	-0.005830	0.038570
-0.999429	-0.007051	0.033040
-0.999614	-0.008409	0.026475
-0.999768	-0.009933	0.019123
-0.999869	-0.011632	0.011277
-0.999903	-0.013503	0.003253
-0.999868	-0.015533	-0.004614
-0.999771	-0.017693	-0.012004
-0.999627	-0.019940	-0.018624
-0.999460	-0.022226	-0.024222
-0.999291	-0.024494	-0.028604
-0.999144	-0.026682	-0.031636
-0.999034	-0.028726	-0.033254
-0.998972	-0.030563	-0.033458
-0.998962	-0.032131	-0.032309
-0.998994	-0.033372	-0.029927
-0.999063	-0.034232	-0.026477
-0.999154	-0.034663	-0.022163
-0.999253	-0.034625	-0.017216
-0.999348	-0.034088	-0.011889
-0.999434	-0.033030	-0.006441
-0.999505	-0.031438	-0.001132
-0.999563	-0.029315	0.003786
-0.999612	-0.026673	0.008084
-0.999656	-0.023538	0.011557
-0.999703	-0.019953	0.014034
-0.999754	-0.015971	0.015390
-0.999812	-0.011663	0.015545
-0.999870	-0.007112	0.014473
-0.999922	-0.002412	0.012201
-0.999959	0.002332	0.008814
-0.999965	0.007005	0.004450
-0.999933	0.011490	-0.000701
-0.999857	0.015673	-0.006418
-0.999734	0.019441	-0.012438
-0.999572	0.022689	-0.018491
-0.999383	0.025331	-0.024302
-0.999188	0.027291	-0.029607
-0.999010	0.028514	-0.034170
-0.998865	0.028962	-0.037787
-0.998777	0.028618	-0.040307
-0.998755	0.027480	-0.041620
-0.998803	0.025567	-0.041676
-0.998919	0.022911	-0.040472
-0.999084	0.019557	-0.038058
-0.999282	0.015564	-0.034529
-0.999489	0.011005	-0.030019
-0.999677	0.005959	-0.024696
-0.999824	0.000523	-0.018755
-0.999910	-0.005197	-0.012412
-0.999920	-0.011087	-0.005891
-0.999855	-0.017016	0.000576
-0.999716	-0.022847	0.006765
-0.999518	-0.028433	0.012459
-0.999282	-0.033620	0.017468
-0.999033	-0.038250	0.021624
-0.998803	-0.042168	0.024798
-0.998615	-0.045226	0.026904
-0.998491	-0.047286	0.027904
-0.998449	-0.048236	0.027813
-0.998491	-0.047993	0.026701
-0.998612	-0.046510	0.024691
-0.998799	-0.043789	0.021963
-0.999028	-0.039882	0.018730
-0.999275	-0.034895	0.015246
-0.999510	-0.028990	0.011779
-0.999712	-0.022374	0.008595
-0.999865	-0.015296	0.005946
-0.999960	-0.008029	0.004050
-0.999994	-0.000862	0.003072
-0.999977	0.005926	0.003126
-0.999918	0.012070	0.004251
-0.999828	0.017338	0.006427
-0.999722	0.021543	0.009565
-0.999607	0.024551	0.013521
-0.999490	0.026280	0.018102
-0.999376	0.026709	0.023080
