0.998844	-0.045959	0.014037	-0.012150	0.041097	0.999081	-0.046493	-0.998097	0.040491
0.998764	-0.047173	0.015723	-0.013625	0.044462	0.998919	-0.047821	-0.997897	0.043764
0.998701	-0.047891	0.017357	-0.015089	0.047316	0.998765	-0.048653	-0.997730	0.046532
0.998663	-0.048126	0.018882	-0.016490	0.049636	0.998631	-0.048997	-0.997607	0.048776
0.998646	-0.047893	0.020249	-0.017782	0.051402	0.998519	-0.048863	-0.997528	0.050481
0.998654	-0.047219	0.021408	-0.018915	0.052608	0.998435	-0.048272	-0.997497	0.051645
0.998686	-0.046127	0.022315	-0.019848	0.053255	0.998384	-0.047241	-0.997515	0.052270
0.998739	-0.044651	0.022932	-0.020538	0.053350	0.998365	-0.045801	-0.997577	0.052366
0.998813	-0.042820	0.023226	-0.020948	0.052907	0.998380	-0.043980	-0.997681	0.051947
0.998903	-0.040673	0.023172	-0.021046	0.051951	0.998427	-0.041813	-0.997820	0.051038
0.999009	-0.038250	0.022751	-0.020805	0.050507	0.998507	-0.039342	-0.997991	0.049662
0.999126	-0.035586	0.021947	-0.020204	0.048616	0.998614	-0.036604	-0.998184	0.047855
0.999249	-0.032725	0.020752	-0.019224	0.046313	0.998742	-0.033645	-0.998391	0.045649
0.999375	-0.029706	0.019169	-0.017863	0.043647	0.998888	-0.030510	-0.998606	0.043089
0.999499	-0.026575	0.017201	-0.016112	0.040665	0.999043	-0.027249	-0.998819	0.040216
0.999616	-0.023369	0.014863	-0.013982	0.037417	0.999201	-0.023907	-0.999026	0.037075
0.999724	-0.020135	0.012173	-0.011485	0.033961	0.999358	-0.020535	-0.999222	0.033720
0.999816	-0.016910	0.009152	-0.008636	0.030351	0.999503	-0.017179	-0.999398	0.030199
0.999889	-0.013737	0.005834	-0.005467	0.026642	0.999630	-0.013888	-0.999551	0.026563
0.999941	-0.010654	0.002250	-0.002006	0.022892	0.999736	-0.010702	-0.999681	0.022869
0.999968	-0.007696	-0.001557	0.001704	0.019154	0.999814	-0.007665	-0.999786	0.019166
0.999972	-0.004901	-0.005544	0.005619	0.015481	0.999864	-0.004814	-0.999868	0.015509
0.999951	-0.002301	-0.009665	0.009692	0.011923	0.999882	-0.002185	-0.999926	0.011945
0.999903	0.000079	-0.013868	0.013867	0.008528	0.999866	0.000198	-0.999963	0.008526
0.999834	0.002212	-0.018099	0.018087	0.005340	0.999822	0.002308	-0.999984	0.005300
0.999743	0.004072	-0.022300	0.022290	0.002396	0.999749	0.004124	-0.999989	0.002305
0.999636	0.005645	-0.026416	0.026417	-0.000269	0.999652	0.005636	-0.999985	-0.000418
0.999514	0.006918	-0.030388	0.030407	-0.002625	0.999533	0.006835	-0.999972	-0.002834
0.999385	0.007881	-0.034155	0.034192	-0.004649	0.999404	0.007718	-0.999958	-0.004915
0.999254	0.008529	-0.037660	0.037714	-0.006323	0.999268	0.008285	-0.999943	-0.006640
0.999126	0.008865	-0.040846	0.040914	-0.007632	0.999134	0.008546	-0.999932	-0.007988
0.999007	0.008895	-0.043658	0.043735	-0.008574	0.999007	0.008512	-0.999924	-0.008955
0.998902	0.008630	-0.046042	0.046121	-0.009146	0.998894	0.008200	-0.999921	-0.009534
0.998817	0.008087	-0.047952	0.048027	-0.009353	0.998802	0.007629	-0.999923	-0.009730
0.998756	0.007284	-0.049341	0.049407	-0.009210	0.998736	0.006820	-0.999931	-0.009559
0.998721	0.006248	-0.050173	0.050226	-0.008731	0.998699	0.005802	-0.999942	-0.009034
0.998716	0.005007	-0.050409	0.050448	-0.007940	0.998695	0.004601	-0.999956	-0.008182
0.998741	0.003594	-0.050031	0.050055	-0.006864	0.998723	0.003246	-0.999970	-0.007036
0.998796	0.002043	-0.049013	0.049024	-0.005543	0.998782	0.001769	-0.999982	-0.005637
0.998878	0.000388	-0.047347	0.047348	-0.004008	0.998870	0.000198	-0.999992	-0.004022
0.998985	-0.001331	-0.045030	0.045027	-0.002307	0.998984	-0.001434	-0.999997	-0.002245
0.999110	-0.003075	-0.042068	0.042067	-0.000485	0.999115	-0.003093	-0.999995	-0.000355
0.999249	-0.004809	-0.038477	0.038484	0.001410	0.999259	-0.004752	-0.999989	0.001594
0.999391	-0.006498	-0.034281	0.034303	0.003323	0.999406	-0.006380	-0.999973	0.003544
0.999532	-0.008105	-0.029512	0.029555	0.005200	0.999550	-0.007948	-0.999954	0.005437
0.999661	-0.009600	-0.024215	0.024283	0.006985	0.999681	-0.009428	-0.999930	0.007215
0.999770	-0.010955	-0.018441	0.018536	0.008626	0.999791	-0.010794	-0.999903	0.008827
0.999850	-0.012146	-0.012246	0.012369	0.010068	0.999872	-0.012021	-0.999874	0.010217
0.999898	-0.013152	-0.005703	0.005851	0.011260	0.999920	-0.013086	-0.999851	0.011336
0.999902	-0.013960	0.001120	-0.000950	0.012151	0.999926	-0.013972	-0.999829	0.012136
0.999861	-0.014557	0.008139	-0.007954	0.012701	0.999888	-0.014659	-0.999813	0.012584
0.999772	-0.014937	0.015271	-0.015079	0.012869	0.999803	-0.015130	-0.999805	0.012641
0.999635	-0.015097	0.022424	-0.022234	0.012624	0.999673	-0.015376	-0.999806	0.012283
0.999452	-0.015041	0.029513	-0.029335	0.011940	0.999499	-0.015386	-0.999817	0.011492
0.999226	-0.014773	0.036442	-0.036284	0.010803	0.999282	-0.015156	-0.999832	0.010259
0.998967	-0.014302	0.043117	-0.042988	0.009205	0.999032	-0.014685	-0.999855	0.008581
0.998684	-0.013640	0.049447	-0.049353	0.007150	0.998756	-0.013976	-0.999882	0.006467
0.998385	-0.012798	0.055342	-0.055287	0.004651	0.998459	-0.013035	-0.999907	0.003936
0.998085	-0.011790	0.060717	-0.060700	0.001728	0.998154	-0.011873	-0.999929	0.001009
0.997796	-0.010634	0.065490	-0.065510	-0.001580	0.997850	-0.010508	-0.999941	-0.002273
0.997532	-0.009343	0.069590	-0.069641	-0.005231	0.997558	-0.008957	-0.999942	-0.005869
0.997304	-0.007937	0.072947	-0.073019	-0.009172	0.997288	-0.007247	-0.999926	-0.009726
0.997125	-0.006426	0.075505	-0.075585	-0.013337	0.997050	-0.005400	-0.999890	-0.013784
0.997002	-0.004830	0.077214	-0.077288	-0.017658	0.996852	-0.003451	-0.999832	-0.017978
0.996946	-0.003160	0.078037	-0.078088	-0.022051	0.996704	-0.001429	-0.999753	-0.022231
0.996956	-0.001435	0.077949	-0.077960	-0.026434	0.996606	0.000630	-0.999649	-0.026466
0.997035	0.000331	0.076936	-0.076889	-0.030715	0.996565	0.002693	-0.999527	-0.030598
0.997182	0.002121	0.074994	-0.074875	-0.034801	0.996586	0.004724	-0.999392	-0.034544
0.997388	0.003920	0.072137	-0.071933	-0.038599	0.996664	0.006692	-0.999248	-0.038216
0.997643	0.005708	0.068392	-0.068094	-0.042013	0.996795	0.008564	-0.999101	-0.041525
0.997934	0.007469	0.063798	-0.063400	-0.044954	0.996974	0.010314	-0.998960	-0.044387
0.998250	0.009177	0.058409	-0.057912	-0.047331	0.997199	0.011916	-0.998837	-0.046717
0.998573	0.010815	0.052293	-0.051703	-0.049065	0.997456	0.013353	-0.998737	-0.048435
0.998886	0.012355	0.045527	-0.044856	-0.050083	0.997737	0.014607	-0.998668	-0.049473
0.999176	0.013774	0.038209	-0.037472	-0.050320	0.998031	0.015669	-0.998639	-0.049763
0.999423	0.015046	0.030438	-0.029656	-0.049724	0.998322	0.016534	-0.998649	-0.049249
0.999621	0.016144	0.022328	-0.021526	-0.048258	0.998604	0.017199	-0.998705	-0.047892
