-0.999012	0.026311	-0.035849
-0.999079	0.027131	-0.033222
-0.999173	0.027397	-0.030073
-0.999281	0.027114	-0.026473
-0.999401	0.026291	-0.022505
-0.999521	0.024952	-0.018256
-0.999637	0.023130	-0.013814
-0.999738	0.020873	-0.009273
-0.999823	0.018233	-0.004727
-0.999884	0.015276	-0.000270
-0.999919	0.012072	0.004010
-0.999930	0.008698	0.008024
-0.999917	0.005237	0.011694
-0.999887	0.001777	0.014947
-0.999842	-0.001591	0.017721
-0.999788	-0.004783	0.019967
-0.999736	-0.007707	0.021645
-0.999689	-0.010282	0.022733
-0.999653	-0.012432	0.023225
-0.999634	-0.014088	0.023126
-0.999633	-0.015194	0.022461
-0.999651	-0.015709	0.021272
-0.999686	-0.015604	0.019615
-0.999735	-0.014875	0.017557
-0.999793	-0.013530	0.015183
-0.999854	-0.011603	0.012582
-0.999910	-0.009145	0.009850
-0.999956	-0.006227	0.007083
-0.999985	-0.002938	0.004381
-0.999997	0.000620	0.001831
-0.999991	0.004332	-0.000485
-0.999964	0.008076	-0.002502
-0.999923	0.011730	-0.004167
-0.999871	0.015170	-0.005450
-0.999812	0.018281	-0.006332
-0.999758	0.020956	-0.006820
-0.999710	0.023109	-0.006937
-0.999673	0.024660	-0.006721
-0.999653	0.025558	-0.006223
-0.999652	0.025770	-0.005506
-0.999669	0.025284	-0.004642
-0.999703	0.024107	-0.003703
-0.999748	0.022269	-0.002764
-0.999801	0.019817	-0.001898
-0.999858	0.016817	-0.001169
-0.999910	0.013346	-0.000631
-0.999954	0.009495	-0.000332
-0.999985	0.005362	-0.000302
-0.999999	0.001048	-0.000559
-0.999994	-0.003342	-0.001105
-0.999970	-0.007703	-0.001929
-0.999925	-0.011937	-0.003006
-0.999864	-0.015954	-0.004298
-0.999789	-0.019670	-0.005755
-0.999709	-0.023017	-0.007319
-0.999623	-0.025935	-0.008929
-0.999542	-0.028380	-0.010514
-0.999467	-0.030323	-0.012006
-0.999407	-0.031751	-0.013339
-0.999361	-0.032663	-0.014451
-0.999336	-0.033068	-0.015284
-0.999331	-0.032992	-0.015790
-0.999345	-0.032468	-0.015930
-0.999380	-0.031538	-0.015678
-0.999429	-0.030253	-0.015019
-0.999492	-0.028667	-0.013947
-0.999562	-0.026833	-0.012472
-0.999636	-0.024813	-0.010618
-0.999708	-0.022662	-0.008411
-0.999773	-0.020439	-0.005895
-0.999830	-0.018196	-0.003122
-0.999873	-0.015981	-0.000148
-0.999901	-0.013839	0.002962
-0.999912	-0.011811	0.006140
-0.999908	-0.009927	0.009315
-0.999889	-0.008217	0.012413
-0.999859	-0.006700	0.015364
-0.999822	-0.005394	0.018096
-0.999781	-0.004306	0.020544
-0.999738	-0.003441	0.022645
-0.999700	-0.002798	0.024343
-0.999671	-0.002369	0.025591
-0.999652	-0.002145	0.026345
-0.999645	-0.002110	0.026579
-0.999652	-0.002248	0.026268
-0.999674	-0.002537	0.025404
-0.999708	-0.002952	0.023985
-0.999751	-0.003468	0.022025
-0.999801	-0.004058	0.019545
-0.999852	-0.004692	0.016580
-0.999899	-0.005345	0.013174
-0.999938	-0.005985	0.009381
-0.999965	-0.006586	0.005263
-0.999975	-0.007119	0.000895
-0.999965	-0.007565	-0.003651
-0.999934	-0.007897	-0.008290
-0.999885	-0.008098	-0.012936
-0.999814	-0.008155	-0.017501
-0.999728	-0.008056	-0.021900
-0.999630	-0.007796	-0.026046
-0.999527	-0.007369	-0.029860
